image_id,chain_type,step,instruction,drift_score
000000311928.jpg,global,cumulative,,0.19141538217486107
000000530466.jpg,object_level,1,change the red graffiti letters to blue,0.04786924422277799
000000530466.jpg,object_level,2,remove the purple graffiti on the right,0.019555818650939555
000000530466.jpg,object_level,3,add a window reflection of trees,0.11231033668987156
000000530466.jpg,object_level,4,change the train's base color to green,0.06154752104630497
000000530466.jpg,object_level,cumulative,,0.2412829206098941
000000530466.jpg,global,1,make it nighttime,0.050863015313122435
000000530466.jpg,global,2,make it a rainy day,0.02350874080196509
000000530466.jpg,global,3,turn the photo into a black and white photo,0.051563512272061456
000000530466.jpg,global,4,add golden sunset lighting,0.08160405934765669
000000530466.jpg,global,cumulative,,0.20753932773480566
000000172649.jpg,object_level,1,change the skateboarder's shirt to blue,0.09505592402738666
000000172649.jpg,object_level,2,change the ramp color to orange,0.0614587404572194
000000172649.jpg,object_level,3,remove the skateboard from his feet,0.024645997956218985
000000172649.jpg,object_level,4,add a helmet on the skateboarder,0.09589853709310453
000000172649.jpg,object_level,cumulative,,0.27705919953392955
000000172649.jpg,global,1,make it a cloudy overcast day,0.14580673135840888
000000172649.jpg,global,2,make it look like sunset lighting,0.10126522726086107
000000172649.jpg,global,3,turn the photo into a black and white photo,0.08469725569518842
000000172649.jpg,global,4,add rain falling,0.01826270042580866
000000172649.jpg,global,cumulative,,0.35003191474026707
000000136033.jpg,object_level,1,change the wall color to blue,0.09947894509346318
000000136033.jpg,object_level,2,remove the soap dispensers,0.09372059687323432
000000136033.jpg,object_level,3,add a towel hanging next to the mirror,0.09832989084315032
000000136033.jpg,object_level,4,change the potted plant to a flowering plant,0.20666257057267273
000000136033.jpg,object_level,cumulative,,0.49819200338252057
000000136033.jpg,global,1,make the lighting brighter and cooler,0.045528173102544194
000000136033.jpg,global,2,turn the photo into a black and white photo,0.07279072157676154
000000136033.jpg,global,3,make it look like an old vintage photograph,0.03811440743452203
000000136033.jpg,global,4,add warm golden lighting,0.05741925202359092
000000136033.jpg,global,cumulative,,0.2138525541374187
000000038678.jpg,object_level,1,change the woman's shirt to blue,0.03881196921571684
000000038678.jpg,object_level,2,change the bagel to a croissant,0.029965437300920945
000000038678.jpg,object_level,3,remove the man in red in the background,0.05297772714703415
000000038678.jpg,object_level,4,add a napkin next to the plate,0.06939986070611122
000000038678.jpg,object_level,cumulative,,0.19115499436978317
000000038678.jpg,global,1,"make the lighting warmer, like golden hour",0.04708768020156891
000000038678.jpg,global,2,turn the photo into a black and white photo,0.07999689265757916
000000038678.jpg,global,3,make it look like an old vintage photograph,0.032164799422758954
000000038678.jpg,global,4,make it look like a rainy day outside the window,0.1095067396728054
000000038678.jpg,global,cumulative,,0.26875611195471244
000000546475.jpg,object_level,1,change the man's shirt to blue,0.04972770566066515
000000546475.jpg,object_level,2,remove his watch,0.09129770571654852
000000546475.jpg,object_level,3,add a hat on the baby,0.24626630972624777
000000546475.jpg,object_level,4,change the baby's outfit color to pink,
000000546475.jpg,object_level,cumulative,,0.38729172110346144
000000546475.jpg,global,1,"make the lighting warmer, like golden hour",0.22591263242118356
000000546475.jpg,global,2,turn the photo into a black and white photo,0.12318788889961681
000000546475.jpg,global,3,make it look like an old vintage photograph,0.03429645724411112
000000546475.jpg,global,4,make the room look brighter,0.11038623883646831
000000546475.jpg,global,cumulative,,0.4937832174013798
000000179112.jpg,object_level,1,change her top to a blue top,0.06949305420060348
000000179112.jpg,object_level,2,remove the tattoo on her arm,0.14367801522900608
000000179112.jpg,object_level,3,add sunglasses on her head,0.06786833156048921
000000179112.jpg,object_level,4,change the phone color to white,0.05212563304567115
000000179112.jpg,object_level,cumulative,,0.3331650340357699
000000179112.jpg,global,1,"make the lighting warmer, like golden hour",0.21967849572009637
000000179112.jpg,global,2,turn the photo into a black and white photo,0.09450439024094826
000000179112.jpg,global,3,make it look like an old vintage photograph,0.036538610227388135
000000179112.jpg,global,4,make the wall color light blue,0.05725966206108701
000000179112.jpg,global,cumulative,,0.40798115824951975
000000001503.jpg,object_level,1,change the desk color to dark wood,0.09127974708577477
000000001503.jpg,object_level,2,remove the mouse next to the keyboard,0.1262023495496347
000000001503.jpg,object_level,3,add a coffee mug on the desk,0.024009956919161263
000000001503.jpg,object_level,4,change the monitor's screen content to a photo of a beach,0.08071414450060223
000000001503.jpg,object_level,cumulative,,0.322206198055173
000000001503.jpg,global,1,"make the room lighting dimmer, like night time",0.09027298383018134
000000001503.jpg,global,2,"make the whole scene look retro, like an old photograph",0.061666979367612215
000000001503.jpg,global,3,add warm sunset light through the blinds,0.1470215997523575
000000001503.jpg,global,4,make it look like a sketch drawing,0.11967495741300582
000000001503.jpg,global,cumulative,,0.4186365203631569
000000273760.jpg,object_level,1,change his outfit to red,0.09311908580292644
000000273760.jpg,object_level,2,change the tennis racket's strings to yellow,0.06447044598488046
000000273760.jpg,object_level,3,remove the headband,0.14880123900230754
000000273760.jpg,object_level,4,add a wristband on his other wrist,0.01664968630809677
000000273760.jpg,object_level,cumulative,,0.3230404570982112
000000273760.jpg,global,1,make it look like a night match under stadium lights,0.07721764602012673
000000273760.jpg,global,2,make it a rainy match,0.02368486657801969
000000273760.jpg,global,3,turn the photo into a black and white photo,0.14234703378603833
000000273760.jpg,global,4,add golden sunset lighting,0.10854398887072818
000000273760.jpg,global,cumulative,,0.3517935352549129
000000206579.jpg,object_level,1,change the cake's frosting color to blue,0.054291624504835316
000000206579.jpg,object_level,2,remove the lit candles,0.047048439302356644
000000206579.jpg,object_level,3,add a stack of birthday presents on the table,0.020377448607936843
000000206579.jpg,object_level,4,change the man's shirt to red,0.0806578882656723
000000206579.jpg,object_level,cumulative,,0.20237540068080112
000000206579.jpg,global,1,make the room lighting brighter,0.17985381445850998
000000206579.jpg,global,2,turn the photo into a black and white photo,0.04622522172830525
000000206579.jpg,global,3,make it look like an old vintage photograph,0.0453703868036526
000000206579.jpg,global,4,add warm golden lighting,0.06518560184569354
000000206579.jpg,global,cumulative,,0.33663502483616137
000000447187.jpg,object_level,1,change the batter's jersey to blue,0.03700410021518259
000000447187.jpg,object_level,2,change the catcher's gear to red,0.04099267616977773
000000447187.jpg,object_level,3,remove the umpire,0.08515601584561415
000000447187.jpg,object_level,4,add a scoreboard in the background,0.037974575029303466
000000447187.jpg,object_level,cumulative,,0.20112736725987795
000000447187.jpg,global,1,make it a night game under stadium lights,0.06377273101064565
000000447187.jpg,global,2,make it a rainy game,0.01358082818592609
000000447187.jpg,global,3,turn the photo into a black and white photo,0.07422302444500986
000000447187.jpg,global,4,add golden sunset lighting,0.06799951899855178
000000447187.jpg,global,cumulative,,0.21957610264013339
000000154339.jpg,object_level,1,change the gauge needle color to white,0.10085694631523509
000000154339.jpg,object_level,2,remove the smaller gauge on the right,0.008749192090163574
000000154339.jpg,object_level,3,add rust texture on the pipes,0.1380035550131373
000000154339.jpg,object_level,4,change the lighting color to green,0.07984698579265524
000000154339.jpg,object_level,cumulative,,0.3274566792111912
000000154339.jpg,global,1,make it daylight instead of dark,0.16921256903521947
000000154339.jpg,global,2,turn the photo into a black and white photo,0.12953689516067912
000000154339.jpg,global,3,make it look like a painting,0.03743713060029091
000000154339.jpg,global,4,"add a warm, cozy atmosphere",0.13308412509871903
000000154339.jpg,global,cumulative,,0.46927071989490854
000000168337.jpg,object_level,1,change the fire hydrant color to yellow,0.11769598453354645
000000168337.jpg,object_level,2,change the woman's coat to blue,0.07731093895485969
000000168337.jpg,object_level,3,"remove the ""STAR"" sign",0.013195722909898
000000168337.jpg,object_level,4,add a bicycle leaning against the building,0.07064070284516218
000000168337.jpg,object_level,cumulative,,0.2788433492434663
000000168337.jpg,global,1,make it a rainy day,0.062485380887540666
000000168337.jpg,global,2,make it look like nighttime,0.08970923506475229
000000168337.jpg,global,3,turn the photo into a black and white photo,0.06411945296831037
000000168337.jpg,global,4,add golden sunset lighting,0.07870345366017949
000000168337.jpg,global,cumulative,,0.2950175225807828
000000460929.jpg,object_level,1,change the hot dog bun color to darker brown,0.07366774554603696
000000460929.jpg,object_level,2,change the soda bottle to a red bottle,0.14639567625463581
000000460929.jpg,object_level,3,remove the foil wrapping,0.1262175931668624
000000460929.jpg,object_level,4,add ketchup on the hot dog,0.2012472416880346
000000460929.jpg,object_level,cumulative,,0.5475282566555697
000000460929.jpg,global,1,make the lighting brighter and warmer,0.04578703242150934
000000460929.jpg,global,2,turn the photo into a black and white photo,0.09920570170822397
000000460929.jpg,global,3,make it look like an old vintage photograph,0.03630117284727751
000000460929.jpg,global,4,make it look like a rainy day outside,0.07370970726724305
000000460929.jpg,global,cumulative,,0.2550036142442539
000000407298.jpg,object_level,1,change the boy's shirt to red,0.07412717976103776
000000407298.jpg,object_level,2,change the baseball to a softer yellow softball,0.2131301229968362
000000407298.jpg,object_level,3,remove the stitching detail text on the glove,0.27810303376987794
000000407298.jpg,object_level,4,add a cap on the boy's head,
000000407298.jpg,object_level,cumulative,,0.565360336527752
000000407298.jpg,global,1,make it an overcast cloudy day,0.056199062646862814
000000407298.jpg,global,2,make it look like golden sunset lighting,0.09715879665311647
000000407298.jpg,global,3,turn the photo into a black and white photo,0.0890673874707458
000000407298.jpg,global,4,make it look like an old vintage photograph,0.04819271206038868
000000407298.jpg,global,cumulative,,0.29061795883111374
000000526197.jpg,object_level,1,change the middle donut's glaze to chocolate,0.0632213582788808
000000526197.jpg,object_level,2,remove the passion fruit donut on the left,0.020039862520100427
000000526197.jpg,object_level,3,add a fourth donut plate,0.025027634206649253
000000526197.jpg,object_level,4,change the price signs' text color to red,0.031365225488803765
000000526197.jpg,object_level,cumulative,,0.13965408049443426
000000526197.jpg,global,1,"make the lighting warmer, like golden hour",0.05845776996458667
000000526197.jpg,global,2,turn the photo into a black and white photo,0.07799142145423096
000000526197.jpg,global,3,make it look like an old vintage photograph,0.03140810779013338
000000526197.jpg,global,4,"add a cozy, cafe atmosphere",0.016737978516497422
000000526197.jpg,global,cumulative,,0.1845952777254484
000000482735.jpg,object_level,1,change the surfer's wetsuit color to blue,0.05714850514616798
000000482735.jpg,object_level,2,remove the whitewash foam spray,0.08372037204924103
000000482735.jpg,object_level,3,add a seagull flying above,0.11839806374356965
000000482735.jpg,object_level,4,change the surfboard color to yellow,0.06421520311009266
000000482735.jpg,object_level,cumulative,,0.32348214404907133
000000482735.jpg,global,1,make it a cloudy overcast day,0.04710792515374351
000000482735.jpg,global,2,make it look like sunrise lighting,0.07479914400960497
000000482735.jpg,global,3,turn the photo into a black and white photo,0.05311690813514647
000000482735.jpg,global,4,"add a stormy, dramatic sky",0.025102866533747714
000000482735.jpg,global,cumulative,,0.20012684383224266
000000274219.jpg,object_level,1,change the bow tie to a striped tie,0.18894387955614608
000000274219.jpg,object_level,2,remove the mustache,0.0445303857964663
000000274219.jpg,object_level,3,add glasses on the man,0.04045116863224962
000000274219.jpg,object_level,4,change his hair color to darker,0.022755443711035633
000000274219.jpg,object_level,cumulative,,0.2966808776958977
000000274219.jpg,global,1,make the whole photo colorful instead of black and white,0.057050353069892465
000000274219.jpg,global,2,turn the photo into a warm sepia tone,0.04698222996083744
000000274219.jpg,global,3,make it look like a modern photograph,0.07163262968470996
000000274219.jpg,global,4,add a blurred background,0.1225225983146767
000000274219.jpg,global,cumulative,,0.29818781103011655
000000270122.jpg,object_level,1,change the surfer's outfit color to red,0.026532197546349695
000000270122.jpg,object_level,2,remove the watermark text,0.021398851734333684
000000270122.jpg,object_level,3,add a second surfer in the background,0.01436387732356485
000000270122.jpg,object_level,4,change the surfboard color to orange,0.01989349648992168
000000270122.jpg,object_level,cumulative,,0.08218842309416992
000000270122.jpg,global,1,make it a sunny clear day,0.06924558707520329
000000270122.jpg,global,2,make it look like sunset lighting,0.046401150811649854
000000270122.jpg,global,3,turn the photo into a black and white photo,0.08819447160724975
000000270122.jpg,global,4,"add a stormy, dramatic sky",0.02053633397334247
000000270122.jpg,global,cumulative,,0.22437754346744537
