image_id,chain_type,step,instruction,drift_score
000000449909.jpg,global,3,turn the photo into a black and white photo,-1.9825411154020653e-17
000000449909.jpg,global,4,add early morning fog,0.00031937210399598885
000000449909.jpg,global,cumulative,,0.0020393556469217805
000000311928.jpg,object_level,1,change the boy's cap to red,0.0042585843743037245
000000311928.jpg,object_level,2,change the ball color to orange,0.001038220104548541
000000311928.jpg,object_level,3,remove the tall grass in the background,0.06427000095497892
000000311928.jpg,object_level,4,add a baseball glove on the ground,4.4408920985006264e-17
000000311928.jpg,object_level,cumulative,,0.06956680543383123
000000311928.jpg,global,1,make it an overcast cloudy day,0.0033209467299355638
000000311928.jpg,global,2,make it look like golden sunset lighting,-3.416070845000482e-17
000000311928.jpg,global,3,turn the photo into a black and white photo,-8.540177112501205e-18
000000311928.jpg,global,4,make it look like an old vintage photograph,0.04634770548880045
000000311928.jpg,global,cumulative,,0.04966865221873597
000000530466.jpg,object_level,1,change the red graffiti letters to blue,0.0
000000530466.jpg,object_level,2,remove the purple graffiti on the right,0.03129520334299931
000000530466.jpg,object_level,3,add a window reflection of trees,0.0006952451469202902
000000530466.jpg,object_level,4,change the train's base color to green,-3.900783600034334e-17
000000530466.jpg,object_level,cumulative,,0.03199044848991956
000000530466.jpg,global,1,make it nighttime,0.0
000000530466.jpg,global,2,make it a rainy day,0.00015228279380195757
000000530466.jpg,global,3,turn the photo into a black and white photo,0.0007100713053816895
000000530466.jpg,global,4,add golden sunset lighting,0.0008751064787968648
000000530466.jpg,global,cumulative,,0.0017374605779805119
000000172649.jpg,object_level,1,change the skateboarder's shirt to blue,0.010060462073101323
000000172649.jpg,object_level,2,change the ramp color to orange,0.002900763070014878
000000172649.jpg,object_level,3,remove the skateboard from his feet,0.0700882524329343
000000172649.jpg,object_level,4,add a helmet on the skateboarder,-1.1102230246251565e-16
000000172649.jpg,object_level,cumulative,,0.0830494775760504
000000172649.jpg,global,1,make it a cloudy overcast day,0.153630271835959
000000172649.jpg,global,2,make it look like sunset lighting,0.1075418769064081
000000172649.jpg,global,3,turn the photo into a black and white photo,0.005059225731248817
000000172649.jpg,global,4,add rain falling,0.0022959027975696933
000000172649.jpg,global,cumulative,,0.26852727727118564
000000136033.jpg,object_level,1,change the wall color to blue,-1.850371707708594e-17
000000136033.jpg,object_level,2,remove the soap dispensers,0.001954419764839496
000000136033.jpg,object_level,3,add a towel hanging next to the mirror,0.0012862422164773098
000000136033.jpg,object_level,4,change the potted plant to a flowering plant,-2.114710523095536e-17
000000136033.jpg,object_level,cumulative,,0.003240661981316766
000000136033.jpg,global,1,make the lighting brighter and cooler,-1.850371707708594e-17
000000136033.jpg,global,2,turn the photo into a black and white photo,0.0020734370485058218
000000136033.jpg,global,3,make it look like an old vintage photograph,0.0024509148494706173
000000136033.jpg,global,4,add warm golden lighting,0.002445351097102292
000000136033.jpg,global,cumulative,,0.006969702995078712
000000038678.jpg,object_level,1,change the woman's shirt to blue,0.0007750269925405713
000000038678.jpg,object_level,2,change the bagel to a croissant,0.009498262364243506
000000038678.jpg,object_level,3,remove the man in red in the background,0.0008319411478638054
000000038678.jpg,object_level,4,add a napkin next to the plate,0.020177943186161937
000000038678.jpg,object_level,cumulative,,0.031283173690809817
000000038678.jpg,global,1,"make the lighting warmer, like golden hour",0.002118816208929275
000000038678.jpg,global,2,turn the photo into a black and white photo,0.015695562177197635
000000038678.jpg,global,3,make it look like an old vintage photograph,0.006025237544881303
000000038678.jpg,global,4,make it look like a rainy day outside the window,0.0016113821100600032
000000038678.jpg,global,cumulative,,0.025450998041068217
000000546475.jpg,object_level,1,change the man's shirt to blue,0.004997740885906806
000000546475.jpg,object_level,2,remove his watch,0.005148913378199426
000000546475.jpg,object_level,3,add a hat on the baby,1.1686558153949016e-17
000000546475.jpg,object_level,4,change the baby's outfit color to pink,0.008000802630813124
000000546475.jpg,object_level,cumulative,,0.018147456894919367
000000546475.jpg,global,1,"make the lighting warmer, like golden hour",0.004797003488538802
000000546475.jpg,global,2,turn the photo into a black and white photo,0.019369188877495547
000000546475.jpg,global,3,make it look like an old vintage photograph,0.0017643467254356898
000000546475.jpg,global,4,make the room look brighter,0.0
000000546475.jpg,global,cumulative,,0.02593053909147004
000000179112.jpg,object_level,1,change her top to a blue top,0.0304995064910272
000000179112.jpg,object_level,2,remove the tattoo on her arm,0.0342277699467611
000000179112.jpg,object_level,3,add sunglasses on her head,0.010951655698518858
000000179112.jpg,object_level,4,change the phone color to white,0.004954834016122079
000000179112.jpg,object_level,cumulative,,0.08063376615242925
000000179112.jpg,global,1,"make the lighting warmer, like golden hour",0.04397731689006583
000000179112.jpg,global,2,turn the photo into a black and white photo,0.06693375423642077
000000179112.jpg,global,3,make it look like an old vintage photograph,0.03518205133731586
000000179112.jpg,global,4,make the wall color light blue,0.0066711502482136925
000000179112.jpg,global,cumulative,,0.15276427271201615
000000001503.jpg,object_level,1,change the desk color to dark wood,0.00875161688524551
000000001503.jpg,object_level,2,remove the mouse next to the keyboard,0.005967752564439503
000000001503.jpg,object_level,3,add a coffee mug on the desk,0.0024017565201863568
000000001503.jpg,object_level,4,change the monitor's screen content to a photo of a beach,0.009567365808243748
000000001503.jpg,object_level,cumulative,,0.02668849177811512
000000001503.jpg,global,1,"make the room lighting dimmer, like night time",0.0036921047908178646
000000001503.jpg,global,2,"make the whole scene look retro, like an old photograph",-3.3306690738754695e-17
000000001503.jpg,global,3,add warm sunset light through the blinds,0.006799242208293944
000000001503.jpg,global,4,make it look like a sketch drawing,0.0010963303181778254
000000001503.jpg,global,cumulative,,0.0115876773172896
000000273760.jpg,object_level,1,change his outfit to red,0.0124705060747719
000000273760.jpg,object_level,2,change the tennis racket's strings to yellow,0.06613309853505314
000000273760.jpg,object_level,3,remove the headband,0.018558177847179804
000000273760.jpg,object_level,4,add a wristband on his other wrist,0.0006743758447367043
000000273760.jpg,object_level,cumulative,,0.09783615830174155
000000273760.jpg,global,1,make it look like a night match under stadium lights,0.0018814291607645113
000000273760.jpg,global,2,make it a rainy match,0.0003194377734991409
000000273760.jpg,global,3,turn the photo into a black and white photo,9.341914067853815e-05
000000273760.jpg,global,4,add golden sunset lighting,0.0013299352484979336
000000273760.jpg,global,cumulative,,0.003624221323440124
000000206579.jpg,object_level,1,change the cake's frosting color to blue,0.005297124211291874
000000206579.jpg,object_level,2,remove the lit candles,0.004453441750474574
000000206579.jpg,object_level,3,add a stack of birthday presents on the table,0.0006910313931552059
000000206579.jpg,object_level,4,change the man's shirt to red,0.005936549303055122
000000206579.jpg,object_level,cumulative,,0.016378146657976773
000000206579.jpg,global,1,make the room lighting brighter,0.0149492371184331
000000206579.jpg,global,2,turn the photo into a black and white photo,0.004438386719544423
000000206579.jpg,global,3,make it look like an old vintage photograph,1.1686558153949016e-17
000000206579.jpg,global,4,add warm golden lighting,0.00294916808140116
000000206579.jpg,global,cumulative,,0.022336791919378693
000000447187.jpg,object_level,1,change the batter's jersey to blue,0.0023787026558656017
000000447187.jpg,object_level,2,change the catcher's gear to red,0.0010999957598146351
000000447187.jpg,object_level,3,remove the umpire,0.012237825088744495
000000447187.jpg,object_level,4,add a scoreboard in the background,0.0013147613888214982
000000447187.jpg,object_level,cumulative,,0.017031284893246228
000000447187.jpg,global,1,make it a night game under stadium lights,0.002280836405428943
000000447187.jpg,global,2,make it a rainy game,0.001641718818641861
000000447187.jpg,global,3,turn the photo into a black and white photo,0.0007853891417981111
000000447187.jpg,global,4,add golden sunset lighting,-2.590520390792032e-17
000000447187.jpg,global,cumulative,,0.004707944365868889
000000154339.jpg,object_level,1,change the gauge needle color to white,0.010648013426575367
000000154339.jpg,object_level,2,remove the smaller gauge on the right,0.0025768850425291466
000000154339.jpg,object_level,3,add rust texture on the pipes,-1.1686558153949016e-17
000000154339.jpg,object_level,4,change the lighting color to green,0.0019456835443720495
000000154339.jpg,object_level,cumulative,,0.01517058201347655
000000154339.jpg,global,1,make it daylight instead of dark,0.00393691869556096
000000154339.jpg,global,2,turn the photo into a black and white photo,0.0008044133760657576
000000154339.jpg,global,3,make it look like a painting,0.0017037611020812517
000000154339.jpg,global,4,"add a warm, cozy atmosphere",0.008790972358153277
000000154339.jpg,global,cumulative,,0.015236065531861246
000000168337.jpg,object_level,1,change the fire hydrant color to yellow,0.004865047717777187
000000168337.jpg,object_level,2,change the woman's coat to blue,0.001917057446167329
000000168337.jpg,object_level,3,"remove the ""STAR"" sign",0.0
000000168337.jpg,object_level,4,add a bicycle leaning against the building,0.0
000000168337.jpg,object_level,cumulative,,0.006782105163944516
000000168337.jpg,global,1,make it a rainy day,-7.93016446160826e-18
000000168337.jpg,global,2,make it look like nighttime,3.828355257328126e-18
000000168337.jpg,global,3,turn the photo into a black and white photo,0.0010086148336917336
000000168337.jpg,global,4,add golden sunset lighting,4.440892098500626e-18
000000168337.jpg,global,cumulative,,0.0010086148336917338
000000460929.jpg,object_level,1,change the hot dog bun color to darker brown,0.009048845877229058
000000460929.jpg,object_level,2,change the soda bottle to a red bottle,0.00525765902188329
000000460929.jpg,object_level,3,remove the foil wrapping,0.005966384120350406
000000460929.jpg,object_level,4,add ketchup on the hot dog,0.04973841979554742
000000460929.jpg,object_level,cumulative,,0.07001130881501016
000000460929.jpg,global,1,make the lighting brighter and warmer,0.002552573384306655
000000460929.jpg,global,2,turn the photo into a black and white photo,0.00015012473591726995
000000460929.jpg,global,3,make it look like an old vintage photograph,-3.416070845000482e-17
000000460929.jpg,global,4,make it look like a rainy day outside,0.014806172082384526
000000460929.jpg,global,cumulative,,0.017508870202608415
000000407298.jpg,object_level,1,change the boy's shirt to red,0.0061423694512999175
000000407298.jpg,object_level,2,change the baseball to a softer yellow softball,0.004111962825462556
000000407298.jpg,object_level,3,remove the stitching detail text on the glove,0.0001941518237575268
000000407298.jpg,object_level,4,add a cap on the boy's head,0.06583451693920604
000000407298.jpg,object_level,cumulative,,0.07628300103972604
000000407298.jpg,global,1,make it an overcast cloudy day,0.006080356397044548
000000407298.jpg,global,2,make it look like golden sunset lighting,0.00019973496353229626
000000407298.jpg,global,3,turn the photo into a black and white photo,0.00024977925224385525
000000407298.jpg,global,4,make it look like an old vintage photograph,6.424816729673381e-05
000000407298.jpg,global,cumulative,,0.006594118780117434
000000526197.jpg,object_level,1,change the middle donut's glaze to chocolate,9.516197353929913e-18
000000526197.jpg,object_level,2,remove the passion fruit donut on the left,0.002975290313552709
000000526197.jpg,object_level,3,add a fourth donut plate,1.5419764230904953e-17
000000526197.jpg,object_level,4,change the price signs' text color to red,3.0839528461809902e-18
000000526197.jpg,object_level,cumulative,,0.0029752903135527374
000000526197.jpg,global,1,"make the lighting warmer, like golden hour",0.0004048661507472819
000000526197.jpg,global,2,turn the photo into a black and white photo,0.002377051001099062
000000526197.jpg,global,3,make it look like an old vintage photograph,0.0013057777274132958
000000526197.jpg,global,4,"add a cozy, cafe atmosphere",0.00014306974575084563
000000526197.jpg,global,cumulative,,0.004230764625010485
000000482735.jpg,object_level,1,change the surfer's wetsuit color to blue,0.0
000000482735.jpg,object_level,2,remove the whitewash foam spray,0.04716662884058814
000000482735.jpg,object_level,3,add a seagull flying above,0.0007079754885388293
000000482735.jpg,object_level,4,change the surfboard color to yellow,0.008727674895079885
000000482735.jpg,object_level,cumulative,,0.05660227922420685
000000482735.jpg,global,1,make it a cloudy overcast day,0.0
000000482735.jpg,global,2,make it look like sunrise lighting,2.220446049250313e-16
000000482735.jpg,global,3,turn the photo into a black and white photo,-1.1102230246251565e-16
000000482735.jpg,global,4,"add a stormy, dramatic sky",0.0
000000482735.jpg,global,cumulative,,1.1102230246251565e-16
000000274219.jpg,object_level,1,change the bow tie to a striped tie,0.03847114548599701
000000274219.jpg,object_level,2,remove the mustache,0.010945172954399724
000000274219.jpg,object_level,3,add glasses on the man,0.016355070219120728
000000274219.jpg,object_level,4,change his hair color to darker,0.000251568802029023
000000274219.jpg,object_level,cumulative,,0.06602295746154647
000000274219.jpg,global,1,make the whole photo colorful instead of black and white,6.344131569286608e-17
000000274219.jpg,global,2,turn the photo into a warm sepia tone,2.7755575615628914e-17
000000274219.jpg,global,3,make it look like a modern photograph,2.7755575615628914e-17
000000274219.jpg,global,4,add a blurred background,2.7755575615628914e-17
000000274219.jpg,global,cumulative,,1.4670804253975283e-16
000000270122.jpg,object_level,1,change the surfer's outfit color to red,0.0039045859951453987
000000270122.jpg,object_level,2,remove the watermark text,-1.959217102279688e-17
000000270122.jpg,object_level,3,add a second surfer in the background,0.00014699325849984766
000000270122.jpg,object_level,4,change the surfboard color to orange,0.0011990873368680544
000000270122.jpg,object_level,cumulative,,0.005250666590513282
000000270122.jpg,global,1,make it a sunny clear day,0.0010955982871479614
000000270122.jpg,global,2,make it look like sunset lighting,-1.3877787807814457e-17
000000270122.jpg,global,3,turn the photo into a black and white photo,0.002714857994242122
000000270122.jpg,global,4,"add a stormy, dramatic sky",9.9186228626591e-06
000000270122.jpg,global,cumulative,,0.0038203749042527288
